Artikelnummer;Artikelname
A09220;Pizza Karton Francia Braun 24x24x4 - 100Stk.
A09221;Pizza Karton Francia Braun 26x26x4 - 100Stk.
A09222;Pizza Karton Francia Braun 28x28x4 - 100Stk.
A09223;Pizza Karton Francia Braun 29x29x4 - 100Stk.
A09224;Pizza Karton Francia Braun 30x30x4 - 100Stk.
A09225;Pizza Karton Francia Braun 32x32x4 - 100Stk.
A02681;Lugana Pilandro TereCrèa Doc 13%vol. - 0,75L
A03062;Trovati Grillo Sicilia Trovati DOC weiß&trocken 13%vol. (IT) - 1,5L
A03063;(X)Trovati Nero d'Avola Sicilia Trovati DOC rot&trocken 13%vol. (IT) - 1,5L
A03064;Trovati Syrah Sicilia Trovati DOC rot&trocken 13,5%vol. (IT) - 1,5L
A09120;Pizza Karton Rollo Box 28x8x7 - 200Stk.
A02674;(X) Borgo Molino Pink Cuveé Venti 22 Extra Dry 11%vol. - 0,75L
A02700;Borgo Molino Rosewein Doc - 0,75L
A02675;Borgo Molino Pinot Grigio Ciari 12,5%vol. - 0,75L
A02670;Borgo Molino Chardonnay Ciari 12,5%vol. - 0,75L
A02673;Borgo Molino Merlot Doc Scuri 12,5%Vol.- 0,75L
A09206;Pizza Karton CX 29x29x3 - 200Stk.
A03054;Bellavista Grande Cuvée Alma Brut DOCG 12,5%vol. (IT) - 0,75L
A03053;Ca' del Bosco Cuvée Prestige Brut DOCG 12,5%vol. (IT) - 0,75L
A06496;Pomito Passierte Tomaten - 1kg
A02984;Scaia Bianca Garganega/Chardonnay IGT weiß&trocken 12,5%vol. (IT) - 0,75L
A02982;Scaia Rossa Corvina Veneto IGT rot&trocken 13%vol. (IT) - 0,75L
A02983;Scaia Rosato Veneto IGT rose&trocken 12,5%vol. (IT) - 0,75L
A06594;Topfood Trüffel Creme (Tartufata) - 520g
A06440;MINOLA Geschälte Tomaten - ATG 1650g
A06412;MINOLA Polpa Tomaten fein Premium - 2x5kg
A06681;Re Degli Orti Friarielli/Stängelkohl - 1kg
A09306;Pizza Karton Treviso 32x32x3 - 150Stk.
A02989;Alturis Pinot Grigio IGP weiß&trocken 12,5%vol. (IT) - 0,75L
A02511;Alturis Chardonnay IGP weiß&trocken 12,5%vol. (IT) - 0,75L
A02988;Alturis Sauvignon IGP weiß&trocken 12,5%vol. (IT) - 0,75L
A02987;Alturis Ribolla Gialla IGP weiß&trocken 12,5%vol. (IT) - 0,75L
A02986;Alturis Cabernet Sauvignon IGP rot&trocken 13%vol. (IT) - 0,75L
A02995;Le Morette Serai Bianco IGT weiß&trocken 12%vol. (IT) - 0,75L
A02996;Lugana Le Morette Mandolara DOC weiß&trocken 12,5%vol. (IT) - 0,75L
A02997;Zenato Bardolino Chiaretto DOC rose&trocken 12,5%vol. (IT) - 0,75L
A09107;Pizza Karton Francia 31x31x4 - 100Stk.
A09302;Pizza Karton Treviso 26x26x3 - 200Stk.
A02695;Lugana Bulgarini DOC 12,5%vol. - 0,75L
A02824;Bulgarini Chiaretto DOC rose&trocken 12,5%vol. (IT) - 0,75L
A02825;Bulgarini Fior di Lago weiß&trocken 12,5%vol. (IT) - 0,75L
A02732;Lugana Bulgarini DOC 12,5%vol. - 1,5L
A02456;(X)Contadina Grappa Bianca di Pura 38%vol. - 0,7L
A09200;Pizza Karton CX 20x20x3 - 200Stk.
A09110;Pizza Karton Francia 36x36x4 - 100Stk.
A09100;Pizza Karton Francia 20x20x4 - 100Stk.
A09101;Pizza Karton Francia 22x22x4 - 100Stk.
A09109;Pizza Karton Francia 33x33x4 - 100Stk.
A09203;Pizza Karton CX 26,5x26,5x3 - 200Stk.
A09119;Pizza Karton Calzone 30x16x10 - 100Stk.
A02600;Glera Frizzante 10,5%vol. - 0,75L
A03080;Masseria La Volpe Primitivo Puglia IGT rot&trocken 13%vol. (IT) - 1,5L
A02702;Masseria La Volpe Uno Primitivo 14%vol. (IT) - 0,75L
A02707;Masseria La Volpe Uno Primitivo Riserva DOC 15%vol. (IT) - 0,75L
A03722;Gino's Caffè Legionary Roast Kaffee, ganze Bohnen (schwarz) - 1kg
A03721;Gino's Caffè Imperial Blend Kaffee, ganze Bohnen (weiß) - 1kg
A03720;Gino's Caffè Royal Blend Kaffee, ganze Bohnen (braun) - 1kg
A09784;Dasty Fettlöser Classic gelb - 5L
A09709;Dasty Fettlöser Classic gelb - 1L
A09781;Dasty Super Professional Spülmittel-Konzentrat - 600ml
A09710;Dasty Glasreiniger gold - 700ml
A09712;Dasty Professional Fettlöser schwarz - 1L
A09715;Dasty Super Cleaner Anti-mold weiß - 700ml
A09714;Dasty Super Antikalk lila - 700ml
A09708;Dasty Badreiniger blau - 700ml
A09713;Dasty Professional Glasreiniger pink - 700ml
A09707;Dasty Allzweckreiniger Gel Lavendel (lila) - 700ml
A06605;Burro al Tartufo/Trüffelbutter - 480g
A06601;Carpaccio di Tartufo/Trüffelcarpaccio (schwarz) - 80g
A06602;Carpaccio di Tartufo/Trüffelcarpaccio (schwarz) - 180g
A06603;Crema al Tartufo Bianco/Trüffelcreme (weiß) - 500g
A06604;Miele al Tartufo/Trüffelhonig - 220g
A06607;Olio Tartufo Bianco/Olivenöl mit Trüffel (weiß) - 250ml
A06606;Olio Tartufo Nero/Olivenöl mit Trüffel (schwarz) - 250ml
A06600;Salsa Tartufata/Trüffelsoße (schwarz) - 500g
A03055;Poggio Domino Rosso rot&trocken 13%vol. (IT) - 0,75L
A03084;Antonini Cerasuolo D'Abruzzo DOC rose&trocken 12,5%vol. (IT) - 0,75L
A03083;Antonini Pecorino Abruzzo DOC weiß&trocken 13%vol. (IT) - 0,75L
A03081;Antonini Montepulciano D'Abruzzo DOC rot&trocken 14%vol. (IT) - 0,75L
A03082;Antonini Passerina Abruzzo DOC weiß&trocken 12,5%vol. (IT) - 0,75L
A02780;Antonini 24 Carati Rosso rot&trocken 14,5%vol. (IT) - 0,75L
A02781;Antonini 24 Carati Bianco weiß&trocken 12,5%vol. - 0,75L
A03085;Antonini P.121 Montepulciano DOCG rot&trocken 14,5%vol. (IT) - 0,75L
A03043;Aida Cannoli di Sizilia grandi/groß - 7Stk.
A03398;Regina Pizzamehl (Typ00) - 25kg
A03399;Pulcinella Pizzamehl (Typ00) - 25kg
A02946;Amaro Nonino Qintessentia di Erbe Likör 35%vol. - 0,7L
A02367;Nonino Grappa Merlot Mono 41%vol. - 0,7L
A01042;Dose Lemon Soda - 24x0,33L
A01043;Dose Oran Soda - 24x0,33L
A01044;Dose Mojito Soda ohne Alkohol - 24x0,33L
A02723;(X)Cà Dei Frati Pratto weiß&trocken 14%vol. (IT) - 0,75L
A02739;Cà Dei Frati Pietro dal Cero Amarone DOCG rot&trocken 16%vol. (IT) - 0,75L
A02745;Lugana Cà Dei Frati Brolettino DOC 13,5%vol. - 0,75L
A02740;Cà Dei Frati Ronchedone rot&trocken 14%vol. (IT) - 0,75L
A02960;Lugana Cà Dei Frati DOC weiß&trocken 13%vol. (IT) - 0,75L
A02777;Cà Dei Frati Rosa Doc 12,5%vol. - 0,75L
A06675;Agrole Borlotti-Bohnen - 400g
A06674;Agrole Butterbohnen/Fagioli - 400g
A06673;Agrole Cannellini-Bohnen - 400g
A06672;Agrole Kichererbsen/Ceci gekocht - 400g
A06671;Agrole Linsen/Lenticchie gekocht - 400g
A05053;Weiße Trüffelsoße (Salsa) - 500g
A02368;Nonino Grappa Moscato Mono 41%vol. - 0,7L
A03539;Barilla Spaghettini n3 - 5kg
A03538;Barilla Spaghetti n5 - 5kg
A03540;Barilla Spaghettoni n7 - 5kg
A03537;Barilla Sedanini Rigati n53 - 5kg
A03534;Barilla Farfalle n65 - 5kg
A03536;Barilla Penne Rigate n73 - 5kg
A03541;Barilla Tortiglioni Rigatoni n83 - 5kg
A03535;Barilla Fusilli n98 - 5kg
A03509;Barilla Spaghettini n3 - 500g
A03508;Barilla Spaghetti n5 - 500g
A03506;Barilla Penne Rigate n73 - 500g
A03507;Barilla Sedani Rigati n94 - 500g
A03502;Barilla Fusilli n98 - 500g
A03505;Barilla Maccheroni n44 - 500g
A03500;Barilla Cannelloni n88 - 250g
A03510;Barilla Spaghettoni n7 - 500g
A03497;Barilla Girandole n34 - 500g
A03504;Barilla Linguine n13 - 500g
A03512;Barilla Tagliatelle gelb ohne Ei n16 - 500g
A03511;Barilla Tagliatelle con Spinaci grün - 500g
A03503;Barilla Lasagne gelb - 500g
A03498;Barilla Fettuccine n166 - 500g
A03501;Barilla Farfalle n65 - 500g
A03038;Mulino Bianco Ritornelli - 700g
A03019;(X)MHD Mulino Bianco Cuor di Mela - 300g
A03021;(X) Mulino Bianco Settembrini - 300g
A03024;(X) MHD Mulino Bianco Pan di Stelle - 350g
A03514;Barilla Tortiglioni Rigatoni n83 - 500g
A02933;Kraken Black Spiced Rum 40%vol. - 0,7L
A10906;TK Amerikanischer Hummer ganz - 350g
A02336;Malibu Kokoslikör 21%vol. - 0,7L
A02372;Osborne 103 Etiqueta Negra 36%vol. - 0,7L
A07062;Chupa Chups Lutscher - 100Stk.
A02743;Freixenet Carta Nevada Secco - 0,75L
A02913;Freixenet Cordon Negro Seco 11,5%vol. - 0,75L
A02914;Freixenet ICE Semi Seco 11,5%vol. - 0,75L
A02915;Freixenet Carta Rosé Dry 11,5%vol. - 0,75L
A02248;Cardenal Mendoza Gran Reserva Brandy 40%vol. - 0,7L
A02332;Licor 43 Orangenlikör 31%vol. - 0,7L
A02897;Campo Viejo Tempranillo DOCa rot&trocken 13,5%vol. (ES) - 0,75L
A02898;Campo Viejo Gran Reserva DOCa rot&trocken 13,5%vol. (ES) - 0,75L
A02899;Campo Viejo Reserva DOCa rot&trocken 13,5%vol. (ES) - 0,75L
A02900;Campo Viejo Tempranillo Rosé DOCa rose&trocken 13,5%vol. (ES) - 0,75L
A02490;Osborne Brandy Veterano 30%vol. - 0,7L
A02375;Osborne Sherry Golden 15%vol. - 0,7L
A02489;Osborne Brandy 103 Etiqueta Blanca 30%vol. - 0,7L
A02931;Carlos I. Brandy Solera Gran Reserva 40%vol. - 0,7L
A03011;Largo Savoiardi Löffelbisquit - 400g
A02786;Freixenet Mia Rosato - 0,75L
A02744;Freixenet Mia Bianco - 0,75L
A02746;Freixenet Mia Tinto - 0,75L
A10875;TK Marvida Frutti di Mare Premium - 1kg
A02930;Gin Mare Mediterranean Gin 42,7%vol. - 0,7L
A02891;Avelino Vegas Abadia Real Tempranillo IGP rot&trocken 13%vol. (ES) - 0,75L
A02892;Fuentespina 3 Meses DOP rot&trocken 13,5%vol. - 0,75L
A02901;Ramon Bilbao Crianza rot&trocken 14%vol. (ES) - 0,75L
A02893;Lan Blanco DOCa weiß&trocken 12,5%vol. (ES) - 0,75L
A02894;Lan Crianza DOCa rot&trocken 13,5%vol. (ES) - 0,75L
A02895;Lan Reserva DOCa rot&trocken 13,5%vol. (ES) - 0,75L
A02431;Túnel Hierbas De Mallorca 30%vol. - 0,7L
A02889;Cuatro Rayas Dama del Lago Verdejo weiß&trocken 12,5%vol. (ES) - 0,75L
A02890;Cuatro Rayas Dama del Lago Tempranillo Roble rot&trocken 13%vol. (ES) - 0,75L
A10914;TK Schwertfischsteak 170-230g - 1kg
A04642;Manchego spanischer Schafskäse - *ca. 1kg
A02810;Sandeman Sherry Medium Dry (halbtrocken) 15%vol. - 0,75L
A02809;Sandeman Fino Sherry (trocken) 15%vol. - 0,75L
A02811;Sandeman Sherry Medium Sweet (lieblich) 15%vol. - 0,75L
A11431;TK Sommerland Orange mit Eis gefüllt - 6x180ml
A11432;TK Sommerland Zitrone mit Eis gefüllt - 6x180ml
A11434;TK Sommerland Crema Catalana - 8x150ml
A10922;TK Spanische Tintenfischtube U5 - 2kg
A10880;TK Tintenfisch Tentakel in Scheiben - 1kg
A10792;TK Calamares Romana paniert 40/60 - 1kg
A10790;TK Calamares Romana paniert 50/50 - 2kg
A04229;Chorizo spanische Paprikawurst in Scheiben (pikant) - 500g
A06279;Frisch Pimientos grün - 200g
A10907;TK Argentinische Rotgarnelen 10-20 m. Kopf m. Schale - 2kg
A10800;TK Calamar Patagonia 10-15cm - 1kg
A10918;TK Thunfischmedaillons 180-220g - 1kg
A02902;Solar Viejo Reserva DOCa rot&trocken 14%vol. (ES) - 0,75L
A02896;Cal y Canto Tempranillo/Merlot/Syrah rot&trocken 13,5%vol. (ES) - 0,75L
A02742;Ànima Negra An/2 Mallorca Rotwein 13,5%vol. - 0,75L
A10851;TK Venusmuscheln mit Schale Weiss 60-80 - 1kg
A10850;TK Venusmuschelfleisch - 1kg
A10809;TK Tintenfischringe natur 3-7cm - 1kg
A05822;Maggi Klare Fleischsuppe - 900g
A05839;Maggi Gemüsebouillon - 800g
A03714;Nestlé Nesquick Kakaopulver - 400g
A02481;Havana Club Anejo 3 Anos 37,5% vol. - 0,7L
A02556;"Havana Club Original ""3 Jahre"" 40%vol. - 3L"
A02305;Havana Club Anejo 7 Anos 40%vol. - 0,7L
A02555;"Havana Club ""7 Years"" 40%vol. - 3L"
A08201;Automatenbecher Plastik 0,18L braun - 100Stk.
A02042;Glas Birra Peroni Nastro Azzuro Zero 0,0%vol. - 24x0,33L
A02221;Becherovka Karlovarska Original 38%vol. - 0,7L
A03353;Prenses Baldo Reis - 5kg
A03354;Prenses Rote Linsen - 5kg
A03352;Prenses Köftelik Bulgur - 5kg
A03350;Prenses Basmati Reis - 4,5kg
A02398;Saki Raki Superior 45%vol. - 0,35L
A02393;Saki Raki Gold 45%vol. - 0,7L
A02392;Saki Raki Gold 45%vol. - 0,35L
A02396;Saki Raki Siyah Üzüm 45%vol. - 0,7L
A02395;Saki Raki Siyah Üzüm 45%vol. - 0,35L
A08410;Pommesgabel bunt - 1000Stk.
A08420;(X)Plastiklöffel Weiss - 100Stk.
A03309;Güllü Midyat Bulgur - 5kg
A03307;Güllü Kichererbsen/Nohut - 5kg
A03305;Güllü Bohnen/Fasülye - 5kg
A03310;Güllü Pilavlik Bulgur - 5kg
A03308;Güllü Köftelik Bulgur - 5kg
A06582;Velda Pfefferoni grün scharf - 2850g
A06583;Velda Jalapenos grün geschnitten - 2850g
A06581;Velda Peperoni grün mit Stiel - 2800g
A08430;Rührstäbchen aus Holz - 500Stk.
A08329;PP Verpackungsbecher mit Anhang (30ml) rund - 50Stk.
A08431;Trinkhalme Plastik Jumbo Schwarz , - 100Stk.
A08428;Trinkhalme Plastik mit Knick, bunt gemischt (5x225mm) - 200Stk.
A08603;Elastic Handschuhe S schwarz&ungepudert - 100Stk.
A02269;Efe Göbek Raki 45%vol. - 0,7L
A02273;Efe Raki Gold 45%vol. - 0,7L
A08716;Müllbeutel Typ60 - 20x120L
A08714;Müllbeutel extra stark Typ 100 - 15x120L
A06487;Velda Kanister Peperoni grün ohne Stiel - 17kg
A08409;(X)Plastikgabel Weiss - 100Stk.
A04408;Sölen Parmak Sucuk - 1kg
A02749;Angora Myrina Weißwein Trocken - 0,75L
A02748;Angora Myrina Rotwein Trocken - 0,75L
A02747;Angora Myrina Rosewein Trocken - 0,75L
A02752;Kavaklidere Cankaya Weißwein Trocken - 0,75L
A02665;VIN&ART Narince-Chardonnay weiß&trocken 13,5%vol. (TR) - 0,75L
A02763;Sultaniye Weißwein Halbtrocken - 0,75L
A02751;Angora Weißwein - 0,75L
A02754;Kavaklidere Sade Emir Weißwein Trocken - 0,75L
A02753;Kavaklidere Lal Rosewein Trocken - 0,75L
A02762;Kavaklidere Sultaniye Rosewein Halbtrocken - 0,75L
A02750;Angora Rotwein - 0,75L
A02755;Kavaklidere Sade Öküzgözü Rotwein Trocken - 0,75L
A02767;Kavaklidere Yakut Rotwein trocken 12,5%vol. - 0,75L
A02680;VIN&ART Kalecik Karasi-Syrah rot&trocken 13,5%vol. (TR) - 0,75L
A02765;Villa Doluca Rotwein 14,5%vol. - 0,75L
A02766;Villa Doluca Weißwein trocken 13%vol. - 0,75L
A02764;Villa Doluca Rosewein 13,5%vol. - 0,75L
A01034;Dose Uludag Gazoz - 24x0,33L
A01475;Pet Uludag Gazoz - 6x1L
A03102;Kapadokya Tahin - 1kg
A05036;Kavak Granatapfelsirup/Nar Eksili Sos - 750ml
A05061;Kavak Traubensirup/Pekmez - 1,25kg
A01061;Dose Fire of Istanbul Cola - 24x0,33L
A01060;Dose Fire of Istanbul Gazoz - 24x0,33L
A01062;Dose Fire of Istanbul Orange - 24x0,33L
A02758;Senfoni Rotwein Trocken - 0,75L
A02757;Senfoni Rotwein Süß - 0,75L
A02760;Senfoni Weißwein Trocken - 0,75L
A02759;Senfoni Weißwein Süß - 0,75L
A02756;Senfoni Rosewein trocken - 0,75L
A02741;Trio Weißwein Trocken - 0,75L
A02802;Trio Rotwein trocken - 0,75L
A03303;Duru Pilavlik Bulgur - 5kg
A03302;Duru Köftelik Bulgur - 5kg
A03601;Öz Teigblätter/Ücgen Yufka - 360g
A06481;Öncü Paprikamark scharf - 1650g
A06483;Öncü Paprikamark süß - 1650g
A06482;Öncü Paprikamark scharf - 4300g
A06484;Öncü Paprikamark süß - 4300g
A06578;Öncü Tomatenmark - 4300g
A02472;Efe Raki Gold 45%vol. - 0,35L
A02270;Efe Raki Classic 45%vol. - 0,7L
A02268;Efe Fresh Grapes 45%vol. - 0,7L
A02274;Efe Raki Triple Distilled 47%vol. - 0,7L
A02275;Efe Sari Zeybek Raki 45%vol. - 0,35L
A02276;Efe Sari Zeybek Raki 45%vol. - 0,7L
A02460;Yeni Raki 45%vol. - 0,35L
A02421;Tekirdag Raki 45%vol. - 0,35L
A02444;Yeni Raki 45%vol. - 0,7L
A02442;Yeni Raki 45%vol. - 0,2L
A02422;Tekirdag Raki 45%vol. - 0,7L
A02447;Yeni Raki Anislikör 45%vol. - 12x0,05L
A02425;Tekirdag Raki Gold Series 45%vol. - 0,7L
A02423;Tekirdag Raki Gold Series 45%vol. - 0,2L
A02446;Yeni Raki Ala 47%vol. - 0,7L
A02445;(X) Yeni Raki Ala 47%vol. - 0,2L
A02424;Tekirdag Raki Gold Series 45%vol. - 0,35L
A02448;Yeni Raki Ustalarin Karisimi 45,5%vol. - 0,35L
A03312;Güllü/Namli Rote Linsen/Kirmizi Mercimek - 5kg
A02465;Beylerbeyi Göbek Rakisi 45%vol. - 0,7L
A02226;Beylerbeyi Göbek Rakisi 45%vol. - 0,35L
A02225;Beylerbeyi Göbek Rakisi 45%vol. - 0,2L
A02230;Beylerbeyi Mavi Raki 45%vol. - 0,7L
A02229;Beylerbeyi Mavi Raki 45%vol. - 0,35L
A02228;Beylerbeyi Mavi Raki 45%vol. - 0,2L
A02441;Yakamoz Raki 45%vol. - 0,5L
A02364;Myers Jamaica Rum 40%vol. - 0,7L
A09775;Ariel Universalwaschmittel flüssig für 100 Wäschen - 5L
A09776;Ariel Universalwaschmittel mit Febrezeduft flüssig für 100 Wäschen - 5L
A06208;Frisch Kartoffel-Griller 40Stk. - 15kg
A05512;Kraft Tomatenketchup - 10kg
A05396;Swartberg PCD Erdnussbutter - 10kg
A11215;TK McCain Pommes 9mm - 2,5kg
A11214;TK McCain Pommes 6mm - 2,5kg
A05002;Remia Long Life Frittierfett halbflüssig - 10L
A05356;Remia American Garlic Wild Bill - 800ml
A05357;Remia Burger Relish Tucker Joe - 800ml
A05360;Remia Smokey Hot Cocktail Blazing Luke - 800ml
A05359;(X)Remia Smokey BBQ Black Jack - 800ml
A05358;Remia Creamy Bacon Style Rolling Ross - 800ml
A05389;(X)Gouda's Glorie Creamy Cheese Style - 850ml
A05322;Gouda's Glorie Samurai-Soße - 850ml
A05319;Gouda's Glorie Sweet&Spicy Chili Dip - 850ml
A05321;Gouda's Glorie Honig-Senf-Soße - 850ml
A11191;TK Aviko Kartoffelklöße roh 40x75g - 3kg
A11204;TK Aviko Pommes Steakhouse 10/20 - 2,5kg
A11207;TK Aviko Rösti-Taler - 2,5kg
A11205;TK Aviko Potato Wedges gewürzt - 2,5kg
A11192;TK Aviko Kartoffeltaschen mit Frischkäse/Kräuter 75g - 2,5kg
A11202;TK Aviko Pommes 11mm - 2,5kg
A11200;TK Aviko Bratkartoffeln - 2,5kg
A11203;TK Aviko Pommes 7mm - 2,5kg
A11186;TK Aviko Pommes Wellenschnitt - 2,5kg
A11201;TK Aviko Kroketten lang - 2,5kg
A11185;TK Aviko Kroketten Rund - 2,5kg
A04900;Frisch Aviko Pommes 10mm - 2x5kg
A11196;TK Aviko Dukaten Chips - 2,5kg
A04909;(B)Frisch Aviko CountryCooking Pure&Rustic Fries - 2x5kg
A04902;Frisch Aviko Pommes Super Crunch 11mm - 2x4,5kg
A11208;TK Aviko Super Crunch Frites 9,5mm - 2,5kg
A11199;TK Aviko Super Crunch 9,5mm Skin on - 2,5kg
A11187;TK Aviko Rösti-Ecken 63g - 2,5kg
A11188;TK Aviko Super Crunch Pure&Rustic Fries Skin On - 2,5kg
A11189;TK Aviko Reibekuchen 25x60g - 1,5kg
A11194;TK Aviko Straight Churros - 1 kg
A11193;TK Aviko XXL Churros - 1,5kg
A04906;Frisch Aviko Pommes Steakhouse - 2x5kg
A04901;Frisch Aviko Pommes 7mm - 2x5kg
A10115;TK Mora Corny Kipkorn - 36x80g
A10116;TK Mora Jonny Bratrollen - 40x75g
A05242;Hellmann's Balsamico Dressing - 1L
A02379;Peachtree Pfirsichlikör 20%vol. - 0,7L
A03007;Hoppe Karamellgebäck - 200Stk.
A03017;Hoppe Vanillegebäck - 200Stk.
A11124;TK Mini Frühlingsrollen vegetarisch - 50x20g
A05293;Wendjoe Sambal Oelek - 15kg
A01645;Panchy Lycheenektar - 30x0,25L
A01646;Panchy Mangonektar - 30x0,25L
A10151;TK Van Lieshout Bratrollen Geflügel - 40x85g
A10118;TK Mora Rindfleischkroketten - 21x70g
A10108;TK Hollands Best Bratrollen/Hot Dog Fleisch - 40x85g
A11131;(X)TK Van Geloven Frühlingsrollen vegetarisch - 18x150g
A03713;Jacobs Cocoa Fantasy CF4 - 1kg
A06194;Frisch Peka Kartoffelgratin Rolls - 2kg
A11402;TK Ben&Jerry's Chocolate Fudge Brownie - 100ml
A11404;TK Ben&Jerry's Cookie Dough - 100ml
A11403;TK Ben&Jerry's Chocolate Fudge Brownie - 465ml
A11406;TK Ben&Jerry's half baked - 465ml
A11405;TK Ben&Jerry's Cookie Dough - 465ml
A11410;TK Ben&Jerry's Strawberry Cheesecake - 465ml
A11407;TK Ben&Jerry's Karamel Sutra Core - 465ml
A11408;TK Ben&Jerry's Peanut Butter Cup - 465ml
A05241;Hellmann's Island Dressing - 1L
A05240;Hellmann's Joghurt Dressing - 1L
A04820;Sahnekapseln Einweg - 24Stk.
A11234;(X)TK Lamb Weston Stealth Fries Skin on 11mm - 2,5kg
A11210;TK Lamb Weston Potato Skin Wedges - 2,5kg
A11230;TK Lamb Weston Potato Dippers - 2,5kg
A11231;TK Lamb Weston Sweet Potato Fries - 2,5kg
A11211;TK Lamb Weston Stealth Fries 9x18mm - 2,5kg
A11237;TK Lamb Weston Really Crunchy Fries 9x9 Skin OFF - 2,5kg
A11232;TK Lamb Weston Really Crunchy Fries 9x9 Skin ON - 2,5kg
A11235;(X)TK Lamb Weston Original Seasoned Criss Cuts Skin on - 2,5kg
A11233;TK Lamb Weston Stealth Fries Skin on 9x9mm - 2,5kg
A10113;TK Mora Bami - 36x100g
A02044;Glas Heineken - 28x0,25L
A02043;Glas Heineken - 24x0,33L
A03328;Pfanni Kartoffelpüree Fix-Fertig mit Milch - 4kg
A05345;Lukull Curry Soße - 1L
A11415;TK Ben&Jerry's Peanut Butter Cup - 100ml
A05249;Hellmann's Tomato Ketchup - 430ml
A05248;Hellmann's Real Mayonnaise - 430ml
A06229;Frisch Paprikamix Flowpack - 500g
A01121;Glas Coca-Cola Light - 24x0,33L
A01118;Glas Coca-Cola - 24x0,33L
A01134;Glas Fanta Orange - 24x0,33L
A01120;Glas Coca-Cola Light - 24x0,2L
A07207;Pinienkerne - 1kg
A05290;Elite Jamballasoße - 850ml
A05312;Elite Joppiesoße - 2,5kg
A05313;Elite Joppiesoße - 850ml
A10867;TK Zanderfilet (170-230g) - 5kg
A10125;TK Rinder Carpaccio - 10x80g
A05244;Hellmann's Tomato Ketchup, pasteurisiert - 5kg
A05301;Kikkoman Sojasoße dunkel - 1L
A05395;Kikkoman Sojasoße - 20L
A05263;Kikkoman Teriyaki Marinade Sauce - 975ml
A05262;Kikkoman Wok Sauce Teriyaki - 975ml
A10014;TK Hot Dog Brötchen 50g - 4x16Stk.
A10006;TK American Hamburgerbrot Sesam Ø14cm - 20x125g
A10005;TK American Hamburgerbrot Sesam Ø12cm - 30x80g
A10004;TK American Hamburgerbrot Sesam Ø10cm - 48x55g
A10012;TK Puntbroodjes 58g - 4x10Stk.
A05508;Heinz Tomatenketchup - 11,5kg
A05327;Heinz Barbecue Soße - 2,15L
A05326;Heinz Barbecue Soße - 11,5kg
A05213;Kraft Italian Dressing - 800ml
A05511;Kraft Gewürz-Ketchup - 10kg
A05211;Kraft French Dressing - 800ml
A05330;Heinz DIP Curry Mango Soße - 100x25g
A05333;Heinz DIP Sweet&Sour Soße - 100x25g
A05338;Heinz Curry Mango Soße - 875ml
A02467;(X)Bols Apricot Brandy - 0,7L
A02477;Galliano Vanillelikör 30%vol. - 0,70L
A02293;Galliano L'Autentico Likör 42,3%vol. - 0,7L
A05404;Chi Chi Sambal Oelek extra scharf - 10kg
A05394;Chi Chi Sambal Oelek scharf - 10kg
A10794;TK Kibbeling 20-30g im Backteig - 3kg
A10827;TK B.T. Garnelen 6-8 m. Kopf m. Schale - 1kg
A10821;TK B.T. Garnelen 16-20 o. Kopf m. Schale - 1kg
A10832;TK B.T. Garnelen 8-12 o. Kopf o. Schale - 1kg
A10909;TK B.T. Garnelen 21-25 o. Kopf o. Schale - 1kg
A10765;TK B.T. Garnelen 41-50 o. Kopf o. Schale - 1kg
A10852;TK Pangasiusfilet 170-220g - 1kg
A10887;(X)TK Kaisergranaten 8-12 roh&ganz, ICF - 1kg
A10888;(X)TK Kaisergranaten 17-20 roh&ganz, ICF - 1kg
A10849;TK Miesmuschelfleisch 100-200 - 1kg
A10911;TK Sepia/Cuttlefish 20/40 roh, geputzt&gesäubert - 1kg
A10898;TK Sepia/Cuttlefish 40/60 roh, geputzt&gesäubert - 1kg
A10884;TK Vannamei Garnelen 8-12, o. Kopf m. Schale - 1kg
A10885;TK Vannamei Garnelen 13-15, o. Kopf m. Schale - 1kg
A10759;TK Vannamei Garnelen mit 20% Glasur 16-20 o. Kopf o. Schale - 1kg
A10890;TK Sepia/Cuttlefish U10 roh, geputzt&gesäubert - 1kg
A10853;TK Rotbarschfilet natur (160-180g) - 5kg
A10807;TK Tintenfisch 10-20 Sepia - 1kg
A05361;Royal Orient Sambal Olek - 10kg
A03316;Royal Tiger Jasminreis - 18kg
A05265;Okaya Unagi Sushi Soße - 1,8L
A05264;Okaya Teriyaki Soße - 1,8L
A10819;TK B.T. Garnelen 13-15, m. Kopf m. Schale - 1kg
A05033;Rapsöl - 10L
A05003;Summum Frittieröl spezial - 10L
A05076;Sonnenblumenöl - 10L
